channel_identifier,genre,subscriber_count,total_views,video_count,channel_age_days,collected_video_count,avg_upload_interval_days,std_upload_interval_days,max_gap_days,hiatus_count_30d,avg_view_count,std_view_count,avg_like_count,avg_comment_count,avg_normal_view,regularity_score,cv,outlier_ratio,gap_ratio,sensitive_score,n_sensitive_videos,sensitive_video_ratio,cat_politics,cat_hate,cat_aggro,cat_adult_illegal,is_churned
CH06563,가수+댄스+음악,580000,194290000,1311,4242,50,1.55,1.62,7.0,0,5552.26,7580.87,75.62,7.72,4261.84,0.6648,1.043,0.1224,4.51,0.0,0,0.0,0,0,0,0,0
CH06564,TV+방송,580000,141330000,773,3326,50,1.29,1.97,7.0,0,248502.02,400967.28,1144.72,112.72,310815.0,0.6032,1.532,0.0816,5.44,0.04,2,0.04,0,0,2,0,0
CH06565,TV+방송,580000,217340000,360,4129,50,32.24,121.93,805.0,5,636854.1,1334435.7,9747.06,298.19,806191.3,0.3923,3.781,0.0408,24.97,0.06,3,0.06,0,1,2,0,0
CH06566,라이프+취미,580000,210330000,449,2661,50,4.9,2.38,7.0,0,457567.0,294212.09,5695.52,997.28,510375.16,0.7938,0.485,0.1429,1.43,0.0133,1,0.02,0,0,1,0,0
CH06568,어린이+키즈,580000,241310000,230,2518,50,19.08,35.6,150.0,7,427413.12,767755.53,2653.52,26.04,427413.12,0.5111,1.866,0.0816,7.86,0.0,0,0.0,0,0,0,0,0
CH06569,레시피+요리+음식,590000,559810000,4506,5071,50,0.18,0.39,1.0,0,114472.2,241436.32,1462.74,62.34,64284.75,0.8053,0.387,0.1837,1.0,0.0133,1,0.02,0,0,1,0,0
CH06570,가수+댄스+음악,590000,129780000,699,3399,50,0.63,0.98,3.0,0,58624.3,115393.39,2992.1,137.54,14523.25,0.7215,0.983,0.102,3.0,0.0133,1,0.02,0,0,1,0,0
CH06571,어린이+키즈,590000,600080000,4047,3431,50,0.02,0.14,1.0,0,14297.52,11292.29,193.6,25.56,12792.14,0.9319,0.141,0.0204,1.0,0.2867,19,0.38,0,0,21,0,0
CH06573,라이프+취미,590000,168800000,386,2287,50,2.69,1.88,5.0,0,463442.38,693819.35,7695.8,319.34,409005.79,0.7948,0.696,0.0,1.86,0.02,2,0.04,0,0,2,0,1
CH06574,BJ+연예인+인물,590000,58390000,101,1229,50,16.78,29.93,145.0,7,635332.86,790519.87,27555.16,1098.38,794829.79,0.5,1.784,0.0612,8.64,0.0133,1,0.02,0,0,1,0,0
CH06575,레시피+요리+음식,590000,222590000,547,3277,50,17.2,17.22,70.0,9,284069.08,184828.48,3628.22,582.74,255302.11,0.6949,1.001,0.0816,4.07,0.0,0,0.0,0,0,0,0,0
CH06576,레시피+요리+음식,590000,232830000,1513,3339,50,8.98,33.23,200.0,3,65356.7,49190.1,791.76,71.2,65356.7,0.388,3.701,0.0612,22.27,0.0,0,0.0,0,0,0,0,1
CH06577,미용+패션,590000,230950000,1080,4476,50,4.06,4.98,19.0,0,399328.18,830851.57,4033.16,163.26,286582.37,0.6399,1.226,0.1224,4.68,0.0,0,0.0,0,0,0,0,0
CH06578,레시피+요리+음식,590000,1190160000,1684,1633,50,0.65,0.77,3.0,0,649771.9,462006.01,10451.4,207.66,649771.9,0.7395,0.771,0.1429,3.0,0.0333,2,0.04,0,0,2,0,0
CH06579,스포츠+운동,590000,606140000,2579,3828,50,1.1,1.82,9.0,0,28179.4,23408.36,197.94,11.64,44639.44,0.5103,1.652,0.102,8.17,0.0333,2,0.04,0,0,2,0,0
CH06580,스포츠+운동,590000,505700000,5715,5477,50,0.31,0.99,6.0,0,8786.08,14986.25,135.82,18.02,8479.51,0.6467,0.994,0.0612,6.0,0.0133,1,0.02,0,0,1,0,0
CH06581,미용+패션,590000,118780000,391,3343,50,22.98,33.13,161.0,10,125275.56,116553.56,0.0,58.58,137571.9,0.5658,1.442,0.0816,7.01,0.0133,1,0.02,0,0,1,0,0
CH06582,게임,590000,412310000,1046,3534,50,5.16,7.97,46.0,2,104742.58,53918.67,1297.38,242.88,102450.47,0.5156,1.543,0.0408,8.91,0.0467,2,0.04,0,0,3,0,0
CH06583,게임,590000,379230000,450,420,50,0.14,0.35,1.0,0,351521.62,303742.27,8280.84,208.86,76842.26,0.8275,0.35,0.1429,1.0,0.02,1,0.02,0,0,1,0,0
CH06584,게임,590000,329610000,618,729,50,0.35,0.48,1.0,0,298732.0,261541.09,4740.08,109.12,19573.71,0.8388,0.476,0.0,1.0,0.02,1,0.02,0,0,1,0,0
CH06586,라이프+취미,590000,256580000,477,4565,50,6.69,2.93,14.0,0,252649.34,302186.22,4036.34,651.96,234591.55,0.7866,0.438,0.2041,2.09,0.0867,7,0.14,0,0,7,0,0
CH06587,반려동물+애완,590000,335420000,741,5239,50,7.51,11.0,73.0,1,61116.22,190709.94,1279.54,77.3,27008.69,0.4925,1.465,0.0612,9.72,0.0333,2,0.04,1,0,1,0,0
CH06588,스포츠+운동,590000,416490000,4388,3813,50,0.43,0.78,3.0,0,74164.84,67114.04,623.25,149.14,77622.03,0.7377,0.782,0.1429,3.0,0.0,0,0.0,0,0,0,0,0
CH06590,라이프+취미,590000,198240000,433,2707,50,5.82,3.96,18.0,0,30325.9,26761.69,132.18,18.2,39276.31,0.7702,0.681,0.0816,3.09,0.0333,2,0.04,0,0,2,0,0
CH06591,라이프+취미,590000,321250000,227,1969,50,9.61,6.96,30.0,1,979314.86,464065.17,10143.84,680.08,1026311.24,0.7621,0.724,0.0816,3.12,0.06,3,0.06,0,0,0,3,0
CH06592,만화+애니+영화,600000,460000,212,3882,50,1.88,3.03,14.0,0,565.96,447.18,2.6,0.06,0.0,0.5396,1.613,0.0816,7.46,0.0,0,0.0,0,0,0,0,1
CH06594,레시피+요리+음식,600000,187640000,471,2965,50,8.04,17.59,119.0,2,175748.94,213760.35,1220.7,24.86,210111.78,0.4446,2.187,0.0408,14.8,0.04,2,0.04,0,0,2,0,0
CH06595,BJ+연예인+인물,600000,335720000,275,990,50,2.98,3.46,18.0,0,496943.76,617211.51,5992.56,836.38,434986.36,0.6199,1.162,0.0816,6.04,0.0,0,0.0,0,0,0,0,0
CH06597,미용+패션,600000,176860000,633,3383,50,2.8,2.23,7.0,0,122485.12,187802.65,1115.44,61.88,75929.25,0.7597,0.798,0.0612,2.5,0.0,0,0.0,0,0,0,0,0
CH06598,라이프+취미,600000,17010000,635,3426,50,22.33,38.98,179.0,9,16445.04,32023.9,1340.24,109.62,17606.35,0.5142,1.746,0.0816,8.02,0.0,0,0.0,0,0,0,0,1
CH06599,라이프+취미,600000,129420000,325,2449,50,7.0,12.74,77.0,2,87069.54,65923.42,1122.84,145.48,88341.98,0.4529,1.819,0.0816,11.0,0.0267,2,0.04,0,0,2,0,0
CH06600,TV+방송,600000,54400000,311,3936,50,42.69,132.11,799.0,6,70903.5,131646.54,4528.46,598.84,70903.5,0.4038,3.094,0.0612,18.71,0.0,0,0.0,0,0,0,0,1
CH06601,가수+댄스+음악,600000,209590000,224,3339,50,24.33,67.92,431.0,6,79223.86,75628.39,620.69,23.1,90491.68,0.4196,2.792,0.0408,17.72,0.0,0,0.0,0,0,0,0,1
CH06602,미용+패션,600000,211080000,370,2440,50,12.88,28.54,145.0,3,193967.34,185372.97,3035.3,529.98,196958.0,0.4371,2.216,0.0612,11.26,0.0133,1,0.02,0,0,1,0,0
CH06603,가수+댄스+음악,600000,129070000,184,3565,50,18.33,33.98,199.0,12,555580.38,2296756.91,11785.9,817.9,1035330.31,0.4568,1.854,0.0612,10.86,0.0,0,0.0,0,0,0,0,1
CH06604,TV+방송,600000,921720000,7133,4721,50,0.2,1.14,8.0,0,254922.64,625533.91,2609.42,31.12,47687.52,0.5844,1.142,0.0204,8.0,0.0067,1,0.02,0,0,1,0,1
CH06605,레시피+요리+음식,600000,175130000,588,2406,50,3.33,1.58,7.0,0,134841.02,298100.61,1742.7,73.38,141208.57,0.7898,0.476,0.1633,2.1,0.0133,1,0.02,0,0,1,0,0
CH06606,미용+패션,600000,103160000,504,4485,50,7.55,10.4,70.0,2,433375.36,1052669.04,4884.94,737.68,433375.36,0.5189,1.377,0.0408,9.27,0.0133,1,0.02,0,0,1,0,1
CH06607,게임,600000,316670000,4811,4682,50,2.1,3.04,17.0,0,426041.0,2429275.86,1566.24,40.52,45062.43,0.5407,1.446,0.0612,8.09,0.0533,3,0.06,0,0,3,0,0
CH06608,BJ+연예인+인물,600000,86210000,195,3938,50,12.1,23.78,114.0,6,27099.8,27490.97,0.0,34.4,33018.2,0.4607,1.965,0.0816,9.42,0.04,3,0.06,0,0,3,0,0
CH06609,미용+패션,600000,71910000,220,4965,50,9.16,9.98,45.0,4,68684.96,49488.93,1082.0,147.58,61999.0,0.6603,1.089,0.0816,4.91,0.0,0,0.0,0,0,0,0,0
CH06610,레시피+요리+음식,600000,348500000,2748,4296,50,13.55,42.16,262.0,4,22982.46,30294.9,200.4,19.84,14510.12,0.4094,3.111,0.0408,19.33,0.0133,1,0.02,0,0,1,0,1
CH06611,라이프+취미,600000,1216000000,793,4809,50,4.41,2.55,12.0,0,1254244.64,1646677.85,18404.2,149.44,0.0,0.7859,0.58,0.102,2.72,0.0133,1,0.02,0,0,1,0,0
CH06612,BJ+연예인+인물,600000,1485270000,641,1493,50,1.1,0.79,3.0,0,2357385.06,2080005.03,30812.16,225.06,2461672.93,0.7669,0.716,0.0816,2.72,0.0533,4,0.08,0,0,4,0,0
CH06614,어린이+키즈,600000,31500000,549,5662,50,8.06,17.74,108.0,3,1027.74,675.38,11.42,0.36,919.2,0.4378,2.201,0.0612,13.4,0.0133,1,0.02,0,0,1,0,0
CH06615,가수+댄스+음악,600000,1637410000,1640,1078,50,0.69,1.03,5.0,0,325502.34,457611.94,2128.38,75.32,130107.0,0.6703,1.034,0.0612,5.0,0.2667,18,0.36,0,0,20,0,0
CH06616,IT+기술+컴퓨터,600000,68790000,445,2651,50,5.08,3.39,15.0,0,92710.58,44845.33,0.0,220.7,100092.0,0.7754,0.667,0.0816,2.95,0.0133,1,0.02,0,0,1,0,0
CH06617,BJ+연예인+인물,600000,73910000,272,703,50,3.55,3.94,17.0,0,238903.78,401584.74,4218.22,127.08,121743.24,0.6675,1.111,0.0612,4.79,0.0733,5,0.1,0,1,4,0,0
CH06618,BJ+연예인+인물,600000,138750000,1216,643,50,0.08,0.27,1.0,0,32578.48,28205.92,4214.36,110.54,35036.91,0.868,0.274,0.0816,1.0,0.0133,1,0.02,0,0,1,0,0
CH06619,TV+방송,610000,442350000,308,404,50,0.61,2.06,12.0,0,299215.54,629526.76,6990.66,245.18,331079.83,0.4329,2.058,0.102,12.0,0.0,0,0.0,0,0,0,0,0
CH06620,어린이+키즈,610000,968330000,1847,2413,50,0.18,0.39,1.0,0,193924.22,262273.27,2298.52,40.86,22317.4,0.8053,0.387,0.1837,1.0,0.0133,1,0.02,0,0,1,0,0
CH06621,만화+애니+영화,610000,223860000,349,2783,50,3.76,3.38,13.0,0,86000.68,96801.43,939.08,86.2,148773.96,0.7192,0.901,0.102,3.46,0.0667,5,0.1,0,0,5,0,0
CH06622,라이프+취미,610000,261500000,1006,3536,50,6.67,6.41,42.0,1,36243.66,21135.07,221.3,57.56,36875.67,0.6487,0.96,0.0408,6.29,0.0,0,0.0,0,0,0,0,0
CH06623,만화+애니+영화,610000,276960000,1910,4128,50,1.57,1.83,5.0,0,18022.38,30822.24,253.0,13.16,18022.38,0.6707,1.164,0.1837,3.18,0.0667,5,0.1,1,0,4,0,0
CH06624,BJ+연예인+인물,610000,41480000,87,1995,50,16.82,9.14,49.0,3,496001.02,292380.71,15407.68,1176.96,495035.18,0.7933,0.544,0.102,2.91,0.0133,1,0.02,0,0,1,0,0
CH06625,레시피+요리+음식,610000,183500000,481,2345,50,3.92,2.4,9.0,0,193806.58,80284.73,2493.5,271.12,208721.64,0.7796,0.612,0.102,2.3,0.0,0,0.0,0,0,0,0,0
CH06626,게임,610000,432000000,1308,3958,50,4.78,12.98,87.0,2,229359.6,214066.22,6043.96,132.38,179516.33,0.4222,2.718,0.0408,18.22,0.0,0,0.0,0,0,0,0,0
CH06627,레시피+요리+음식,610000,264650000,8983,3937,50,0.27,0.49,2.0,0,9415.04,7524.43,0.0,2.54,6394.78,0.7631,0.486,0.2449,2.0,0.0267,2,0.04,0,0,2,0,0
CH06628,강의+교육,610000,146780000,918,2722,50,2.49,2.25,8.0,0,58705.42,62204.57,594.42,34.0,61075.77,0.7075,0.904,0.1633,3.21,0.0,0,0.0,0,0,0,0,0
CH06629,TV+방송,610000,550310000,885,3249,50,2.59,3.66,20.0,0,118572.12,222644.63,1313.36,41.28,96161.51,0.5603,1.412,0.0408,7.72,0.1,6,0.12,3,0,1,2,0
CH06630,라이프+취미,610000,214600000,831,4534,50,1.2,1.29,5.0,0,273149.42,445106.57,1910.16,90.1,34505.77,0.6775,1.074,0.102,4.15,0.0533,4,0.08,0,0,4,0,0
CH06631,강의+교육,610000,147140000,1271,4925,50,5.8,2.09,14.0,0,107287.68,289551.21,1317.54,57.28,107261.45,0.8308,0.361,0.1224,2.42,0.0133,1,0.02,0,0,1,0,0
CH06632,레시피+요리+음식,610000,350870000,1071,2212,50,1.45,0.81,4.0,0,52744.62,68655.4,1199.38,169.92,54021.73,0.7718,0.559,0.1633,2.76,0.0467,3,0.06,0,0,3,0,0
CH06633,BJ+연예인+인물,610000,419260000,575,1605,50,0.27,0.56,2.0,0,757729.78,959472.05,32440.34,374.36,52085.33,0.8015,0.563,0.0612,2.0,0.0,0,0.0,0,0,0,0,0
CH06634,IT+기술+컴퓨터,610000,289490000,1983,4154,50,1.45,2.01,9.0,0,13863.9,13664.7,202.24,41.56,13346.04,0.5809,1.388,0.1224,6.21,0.02,1,0.02,0,0,1,0,0
CH06635,게임,610000,251780000,748,3286,50,1.45,2.19,11.0,0,107638.42,166442.55,1347.68,189.78,82550.8,0.5498,1.509,0.0612,7.59,0.0,0,0.0,0,0,0,0,0
CH06636,레시피+요리+음식,610000,285970000,616,5923,50,1.45,2.65,12.0,0,64683.58,72371.32,579.4,27.0,67075.41,0.5014,1.829,0.0816,8.28,0.0,0,0.0,0,0,0,0,0
CH06637,가수+댄스+음악,610000,734280000,3568,3271,50,0.14,0.45,2.0,0,17211.34,33811.77,517.72,65.8,21667.64,0.8138,0.452,0.102,2.0,0.0133,1,0.02,0,0,1,0,0
CH06638,BJ+연예인+인물,620000,96290000,259,3737,50,1.53,4.08,19.0,0,122357.82,300269.18,651.02,58.26,37758.14,0.4058,2.666,0.102,12.41,0.0667,4,0.08,0,0,1,3,0
CH06639,TV+방송,620000,698090000,16628,7529,50,32.67,160.87,959.0,2,45793.06,270471.46,195.54,4.82,47647.81,0.3722,4.924,0.0408,29.35,0.0667,4,0.08,1,0,4,0,1
CH06640,미용+패션,620000,507210000,923,2653,50,0.76,0.74,3.0,0,767850.76,510367.42,12143.96,352.9,775440.58,0.7562,0.743,0.102,3.0,0.02,1,0.02,0,0,1,0,0
CH06641,게임,620000,72840000,133,4006,50,13.08,40.16,256.0,4,184371.14,562612.96,3259.54,134.2,99406.74,0.4106,3.07,0.0408,19.57,0.02,1,0.02,0,1,0,0,0
CH06642,라이프+취미,620000,352280000,574,2572,50,2.49,2.18,11.0,0,67894.92,53879.49,1080.6,137.76,81929.26,0.7079,0.874,0.0612,4.42,0.0133,1,0.02,0,0,1,0,0
CH06644,강의+교육,620000,253020000,4344,5397,50,0.06,0.24,1.0,0,9812.24,22460.95,324.74,31.86,5689.51,0.8849,0.24,0.0612,1.0,0.0,0,0.0,0,0,0,0,0
CH06645,만화+애니+영화,620000,32670000,151,3452,50,1.33,1.38,6.0,0,203386.7,213421.55,1318.14,73.92,222928.91,0.6835,1.037,0.0612,4.52,0.1467,8,0.16,0,0,10,0,0
CH06646,TV+방송,620000,315970000,2134,3578,50,0.16,0.37,1.0,0,95047.26,93710.24,1273.74,287.82,72120.67,0.8161,0.37,0.1633,1.0,0.02,1,0.02,0,1,0,0,0
CH06647,미용+패션,620000,465500000,683,4072,50,9.04,13.28,56.0,6,22105.62,117610.91,5.76,0.28,35093.89,0.5745,1.469,0.1224,6.19,0.0267,2,0.04,0,0,2,0,0
CH06649,게임,620000,934490000,6512,4971,50,0.02,0.14,1.0,0,84937.66,32007.66,1419.4,24.6,83296.04,0.9319,0.141,0.0204,1.0,0.1,7,0.14,0,0,8,0,0
CH06650,TV+방송,620000,989480000,8270,3614,50,0.0,0.0,0.0,0,29989.46,53389.79,907.04,56.32,26158.64,1.0,0.0,0.0,0.0,0.0733,4,0.08,0,0,1,3,0
CH06651,레시피+요리+음식,620000,100050000,403,3548,50,3.04,2.09,9.0,0,10192.94,17202.75,102.12,2.36,11209.83,0.778,0.687,0.0612,2.96,0.0933,6,0.12,0,0,6,0,0
CH06652,게임,620000,219980000,128,2489,50,19.43,28.82,126.0,10,797759.66,752015.69,11323.24,622.36,1296998.4,0.5712,1.483,0.102,6.49,0.1267,9,0.18,0,0,10,0,0
CH06653,가수+댄스+음악,620000,196040000,2023,4105,50,18.29,35.54,188.0,10,6156.88,5117.44,170.32,7.04,7326.81,0.4515,1.944,0.0612,10.28,0.0133,1,0.02,0,0,1,0,0
CH06654,스포츠+운동,620000,683610000,6457,5465,50,0.76,2.13,12.0,0,8026.24,8417.57,62.04,9.88,7867.23,0.4412,2.134,0.0612,12.0,0.0,0,0.0,0,0,0,0,0
CH06655,미용+패션,620000,52280000,285,3282,50,11.61,7.98,31.0,2,52344.94,50306.21,1039.8,71.34,63708.97,0.7657,0.688,0.102,2.67,0.0267,2,0.04,0,0,2,0,0
CH06657,BJ+연예인+인물,620000,312810000,619,864,50,0.39,0.53,2.0,0,344421.92,373624.08,8733.4,169.12,53959.68,0.8212,0.527,0.0204,2.0,0.04,2,0.04,0,0,2,0,0
CH06658,스포츠+운동,620000,525580000,517,1458,50,0.71,2.18,12.0,0,109094.76,242518.84,650.48,28.3,212875.62,0.4268,2.176,0.102,12.0,0.0,0,0.0,0,0,0,0,0
CH06659,라이프+취미,630000,300950000,1205,3834,50,6.14,7.22,30.0,1,312166.92,372901.73,5006.94,334.06,318393.31,0.6455,1.175,0.102,4.88,0.1133,8,0.16,0,1,7,0,0
CH06660,가수+댄스+음악,630000,228250000,850,3691,50,8.51,7.0,28.0,0,276502.96,753935.79,1271.2,82.22,291982.86,0.7416,0.822,0.0816,3.29,0.0,0,0.0,0,0,0,0,0
CH06662,BJ+연예인+인물,630000,167420000,332,2706,50,0.96,2.04,7.0,0,227926.16,412394.84,2480.66,75.04,186186.3,0.5196,2.04,0.102,7.0,0.0,0,0.0,0,0,0,0,0
CH06663,스포츠+운동,630000,461550000,904,1936,50,0.67,1.54,6.0,0,375671.6,963688.11,2362.52,155.84,143491.95,0.5741,1.544,0.1224,6.0,0.0,0,0.0,0,0,0,0,0
CH06664,가수+댄스+음악,630000,264160000,2466,6269,50,9.73,16.89,65.0,8,2533.24,1962.66,49.24,2.58,1885.42,0.541,1.735,0.1224,6.68,0.0067,1,0.02,0,0,1,0,0
CH06665,게임,630000,582260000,4124,4483,50,2.18,1.39,5.0,0,152644.54,61950.96,2283.32,181.18,155702.22,0.75,0.639,0.1837,2.29,0.04,3,0.06,0,0,3,0,0
CH06668,게임,630000,303850000,1192,2560,50,0.86,1.46,7.0,0,69072.62,196959.13,1041.26,69.46,58252.44,0.5709,1.457,0.0612,7.0,0.0333,2,0.04,1,0,1,0,0
CH06671,만화+애니+영화,630000,120570000,264,3689,50,11.84,6.0,29.0,0,218429.12,249095.1,3631.84,623.7,218429.12,0.7889,0.507,0.1429,2.45,0.1067,5,0.1,2,0,4,0,0
CH06672,BJ+연예인+인물,630000,143140000,380,4556,50,9.12,16.76,87.0,4,295390.52,680493.58,2312.98,43.68,81699.14,0.465,1.837,0.0816,9.54,0.0133,1,0.02,0,0,1,0,0
CH06673,TV+방송,630000,366650000,1746,4977,50,0.47,0.67,2.0,0,76830.18,47386.3,1792.4,457.94,76830.18,0.7682,0.673,0.102,2.0,0.3667,21,0.42,0,0,24,0,0
CH06674,TV+방송,630000,879770000,8362,2420,50,0.04,0.28,2.0,0,136067.26,254331.37,1410.4,47.66,45358.32,0.8837,0.283,0.0204,2.0,0.0867,7,0.14,0,0,7,0,0
CH06675,레시피+요리+음식,630000,142920000,204,1815,50,9.43,12.16,64.0,3,145773.28,284770.38,2409.16,91.08,166800.17,0.5918,1.289,0.0612,6.79,0.0067,1,0.02,0,0,1,0,0
CH06676,라이프+취미,630000,365620000,251,3992,50,41.33,74.83,341.0,16,591070.08,827270.15,6748.85,964.56,773418.29,0.5034,1.811,0.0816,8.25,0.0,0,0.0,0,0,0,0,0
CH06677,가수+댄스+음악,630000,170800000,387,3236,50,12.55,13.14,59.0,4,10096.34,6055.82,942.84,87.16,9951.83,0.6773,1.047,0.0612,4.7,0.0,0,0.0,0,0,0,0,1
CH06678,자동차,630000,498480000,572,2725,50,2.14,1.05,4.0,0,495355.24,508134.46,3148.64,321.84,430408.12,0.7866,0.49,0.1633,1.87,0.0,0,0.0,0,0,0,0,0
CH06679,BJ+연예인+인물,630000,291640000,276,3384,50,10.78,13.47,53.0,5,36391.14,53758.46,474.92,26.98,36427.75,0.6368,1.25,0.102,4.92,0.0,0,0.0,0,0,0,0,0
CH06681,레시피+요리+음식,630000,320030000,2032,3798,50,0.82,0.56,2.0,0,62265.16,38350.04,1243.54,188.6,62265.16,0.7961,0.56,0.0816,2.0,0.04,3,0.06,0,0,3,0,0
CH06682,TV+방송,630000,97690000,281,4682,50,9.35,10.47,49.0,3,18574.52,27585.93,527.46,30.1,16238.3,0.6473,1.12,0.0816,5.24,0.0,0,0.0,0,0,0,0,0
CH06683,TV+방송,630000,1144980000,1864,3307,50,0.69,0.65,2.0,0,332011.0,774036.91,2862.14,55.12,434899.73,0.7733,0.645,0.102,2.0,0.1133,8,0.16,1,0,7,0,0
CH06684,가수+댄스+음악,630000,101000000,655,5772,50,2.57,3.12,16.0,0,7186.12,28391.7,114.74,4.66,12244.83,0.6156,1.212,0.0612,6.22,0.0,0,0.0,0,0,0,0,0
CH06685,BJ+연예인+인물,630000,180940000,549,2347,50,11.82,68.17,483.0,2,79297.08,176000.02,996.2,51.08,204510.59,0.3677,5.769,0.0204,40.88,0.0067,1,0.02,0,0,1,0,0
CH06686,라이프+취미,640000,585720000,711,2200,50,2.94,0.68,4.0,0,357249.58,93515.35,4230.74,308.58,357249.58,0.8446,0.232,0.2041,1.36,0.02,2,0.04,0,0,2,0,0
CH06688,강의+교육,640000,356900000,445,1922,50,7.43,7.77,38.0,1,376701.1,683489.01,5491.84,290.4,317094.16,0.6595,1.046,0.0816,5.12,0.06,4,0.08,0,0,4,0,0
CH06689,BJ+연예인+인물,640000,659320000,1531,3494,50,3.98,5.96,37.0,1,154536.66,177117.82,2078.86,72.76,81665.29,0.5019,1.497,0.0612,9.3,0.0,0,0.0,0,0,0,0,0
CH06690,게임,640000,676790000,1846,3490,50,1.02,0.77,3.0,0,50418.3,37575.87,907.28,107.86,51063.94,0.779,0.754,0.0204,2.94,0.0333,2,0.04,0,0,2,0,0
CH06692,TV+방송,640000,228440000,2198,3450,50,2.53,1.65,7.0,0,28620.0,16983.5,363.96,208.4,30500.23,0.7533,0.654,0.1633,2.77,0.0133,1,0.02,0,0,1,0,0
CH06693,만화+애니+영화,640000,428670000,1353,4619,50,0.22,0.46,2.0,0,76400.0,86167.91,558.88,7.72,76400.0,0.7804,0.464,0.2041,2.0,0.04,3,0.06,0,0,3,0,0
CH06694,가수+댄스+음악,640000,76320000,149,3805,50,28.18,33.02,157.0,16,68343.52,269223.82,2029.76,37.12,74962.05,0.6323,1.172,0.0816,5.57,0.0,0,0.0,0,0,0,0,1
CH06695,가수+댄스+음악,640000,256100000,326,7522,50,2.69,5.58,24.0,0,97009.28,196496.59,3339.7,112.9,31378.18,0.4694,2.072,0.0816,8.91,0.0,0,0.0,0,0,0,0,0
CH06696,BJ+연예인+인물,640000,451800000,1170,2500,50,0.2,0.67,4.0,0,321499.48,317461.29,2895.3,151.84,287134.0,0.7587,0.669,0.0408,4.0,0.0,0,0.0,0,0,0,0,0
CH06697,게임,640000,988730000,4896,2590,50,0.0,0.0,0.0,0,92000.3,37357.59,506.0,50.2,94137.0,1.0,0.0,0.0,0.0,0.2733,16,0.32,0,0,18,0,0
CH06698,가수+댄스+음악,640000,462990000,392,4939,50,8.53,13.83,62.0,4,43088.54,38085.79,518.22,11.5,32954.17,0.5443,1.621,0.0816,7.27,0.0,0,0.0,0,0,0,0,0
CH06699,라이프+취미,640000,906970000,1447,2492,50,0.29,1.03,6.0,0,55278.28,78555.58,777.3,20.8,37642.21,0.6422,1.03,0.0612,6.0,0.0,0,0.0,0,0,0,0,0
CH06700,BJ+연예인+인물,640000,195950000,166,2672,50,21.92,74.58,528.0,5,679817.3,1208293.51,17617.1,811.02,575215.2,0.4074,3.403,0.0204,24.09,0.0,0,0.0,0,0,0,0,1
CH06701,스포츠+운동,640000,495160000,1317,5928,50,0.41,0.6,2.0,0,209172.84,135416.89,3168.98,1034.66,211879.78,0.7935,0.603,0.0612,2.0,0.1533,12,0.24,0,0,12,0,0
CH06702,레시피+요리+음식,640000,242800000,242,2276,50,12.14,5.17,28.0,0,854859.88,430559.44,20314.12,1058.6,854859.88,0.8077,0.426,0.1429,2.31,0.0333,4,0.08,0,0,4,0,0
CH06703,반려동물+애완,640000,335610000,1584,3450,50,2.43,1.4,6.0,0,251720.36,1370650.51,4757.16,138.54,60863.41,0.7682,0.576,0.1633,2.47,0.0133,1,0.02,0,0,1,0,0
CH06704,라이프+취미,640000,744360000,2005,5912,50,0.06,0.24,1.0,0,95235.14,153368.43,1390.06,86.84,118985.85,0.8849,0.24,0.0612,1.0,0.18,11,0.22,0,3,9,0,0
CH06705,레시피+요리+음식,640000,100860000,62,3101,50,48.49,76.72,414.0,14,854090.36,720537.53,24112.46,273.24,1022617.87,0.5109,1.582,0.0816,8.54,0.0,0,0.0,0,0,0,0,1
CH06706,어린이+키즈,640000,665650000,465,5221,50,28.35,130.8,904.0,3,38495.72,103994.29,76.24,0.0,43705.66,0.3768,4.614,0.0408,31.89,0.0267,3,0.06,0,0,3,0,1
CH06707,BJ+연예인+인물,640000,60960000,120,5031,50,7.04,3.15,16.0,0,266428.74,212749.89,2870.86,227.46,265342.51,0.7965,0.447,0.1633,2.27,0.1267,10,0.2,1,0,9,0,0
CH06708,레시피+요리+음식,650000,149590000,135,3899,50,39.9,75.69,404.0,14,1476186.9,6323436.05,18392.22,856.66,1715545.6,0.4481,1.897,0.0816,10.13,0.0,0,0.0,0,0,0,0,1
CH06709,미용+패션,650000,94380000,472,3602,50,4.59,4.79,22.0,0,77034.82,93933.85,55.56,46.78,91390.95,0.663,1.043,0.102,4.79,0.0,0,0.0,0,0,0,0,0
CH06710,BJ+연예인+인물,650000,92270000,168,4344,50,59.41,138.3,794.0,19,587412.3,1631582.92,14162.9,466.38,295630.11,0.438,2.328,0.0408,13.37,0.0,0,0.0,0,0,0,0,0
CH06711,경제+부동산+주식,650000,77240000,2321,2228,50,0.47,0.73,3.0,0,90302.98,56117.82,1110.3,40.36,108542.58,0.7582,0.731,0.102,3.0,0.0133,1,0.02,0,0,1,0,0
CH06712,레시피+요리+음식,650000,407250000,969,2733,50,1.39,1.27,4.0,0,159432.74,97443.55,1614.44,170.1,173439.74,0.7422,0.919,0.0612,2.88,0.1,7,0.14,0,0,7,0,0
CH06713,TV+방송,650000,68160000,1026,2676,50,0.39,0.88,5.0,0,20653.34,15280.97,2520.64,71.68,20885.1,0.6848,0.876,0.0816,5.0,0.2,13,0.26,14,0,1,0,0
