channel_id,title,actual_label,prob_lr,prob_rf,prob_xgb,volatility_prob
UC_6KWajhpTGG3LFpBLqkqXg,NPOP,1,0.999,0.988,1.0,0.996
UCE6AtwYeCwmlqmY0nJGDmlA,Jeaniich,1,1.0,0.987,1.0,0.996
UCl7MkOV8dVaKAcanPJ0FtcA,officialLUNAFLY,1,1.0,0.987,1.0,0.996
UCOlQ58g_SqQrJi8R-ixxdiA,만능혁키,1,0.999,0.988,1.0,0.996
UC6h_g9PTh4FcuCrbghYGs-g,Korean drama Trend,1,1.0,0.987,1.0,0.996
UC4E2S3T37vJ3Mi2sYrnhE_Q,살림스케치salimsketch,1,1.0,0.987,1.0,0.996
UCFNUGAiaGRgzVCXrjVoe1Hw,이민정 MJ,1,0.999,0.988,1.0,0.996
UCQePzo3_oRB-6RAzBioc6pg,인벤,1,1.0,0.987,1.0,0.996
UC3bHFRThkXGB9RsS1PafV7A,앗무만 ATMUMAN,1,1.0,0.987,1.0,0.996
UCxOZuUWuWhnsJqnlTcLlSYg,VLENDING 블렌딩,1,1.0,0.987,1.0,0.996
UCziJWXHB2HIU_PvjxypjPIA,ToyMoon토이문,1,1.0,0.987,1.0,0.996
UChhLOP054BsYwkzY8PT8u5A,에이슬 Asle Makeup,1,1.0,0.987,1.0,0.996
UCRrtBlICfl6YljZ6dtkuabg,Miiro,1,1.0,0.987,1.0,0.996
UCkuSfN0IaC9mkAYKEQ0kEbQ,범아빠(장난감티비),1,1.0,0.987,1.0,0.996
UCWeTWaC2WFKG2H3hjxYaOhg,솔로몬코드 SOLOMONCHORD,1,0.999,0.987,1.0,0.996
UCktjMRvuBnE_XLVWIMa2H1w,TAK / DORIDORI,1,1.0,0.987,1.0,0.996
UCKDkGnyeib7mcU7LdD3x0jQ,OGN,1,0.999,0.987,1.0,0.996
UCcc8hGY5L6S874k6o_J1v7w,고고씽 GOGOSING ,1,0.999,0.987,1.0,0.996
UCqONn4EbAYzIVEGAoQxmZUA,왕군의 게임 실험,1,1.0,0.987,1.0,0.996
UCaQREsefLy-W8ruWcJ7IDtg,주식초등학교,1,1.0,0.987,1.0,0.996
UCzacSE_ExLj6L5rXx2CakjQ,MOMO X,1,1.0,0.987,1.0,0.996
UC59mGOZegy4uGQmG83hwiKg,Official 홍창우,1,1.0,0.987,1.0,0.995
UC-oZBYC-XXCMde-13YjyD2g,픽잇 :Pick it,1,1.0,0.987,1.0,0.995
UCunNU27j6xGERWag1pOQxfg,하나투어,1,1.0,0.986,1.0,0.995
UC1JWsXNafUwA15c4vQaywXw,RabbitPlus_토깽이네상상더하기,1,1.0,0.986,1.0,0.995
UCMMDqUABmZUNyJVvFGvb5yA,PLAYUS,1,1.0,0.986,1.0,0.995
UCFU-YzYjd1faci3x_7A-ZQA,원포인트t,1,0.999,0.988,1.0,0.995
UCGkkuuFlPzYrlWobq1mOO_Q,근성마톡,1,1.0,0.986,1.0,0.995
UCbypT5enDzdGE7cLEY19WiA,환경스페셜,1,0.999,0.987,1.0,0.995
UC2emKV0kcPDKNl9EtDm4Ubg,프로동네야구 PDB,1,1.0,0.986,1.0,0.995
UCZUjLw9C0Tt3VECAhQO9buA,픽츄 : Pick-Chu,1,1.0,0.986,1.0,0.995
UCwjVcMTea1yIoZzLdE3Riaw,손앙드레,1,1.0,0.986,1.0,0.995
UC6dM99DofLDsfodmxHsIh5w,Vstar,1,1.0,0.987,1.0,0.995
UCuPeQ50gyXAl_70p0UT7WAQ,공돌이 용달,1,1.0,0.986,1.0,0.995
UCIX0AlGuCbiXBGtUiFsLYUw,film94,1,1.0,0.987,1.0,0.995
UCz0f0QwCOqdm35MPnmm89hA,주파수 라이브 ZUFASU LIVE,1,1.0,0.986,1.0,0.995
UCnKyjmpTUbNZoclI4c3csrg,크니쁘니와 친구들,1,1.0,0.986,1.0,0.995
UCiiC3grOarOVIg5LZgXJnWw,민호타우르스,1,1.0,0.987,1.0,0.995
UCUEbMnl7U4rLoMopD2bqT3Q,SEOUL MUSIC / 서울뮤직,1,1.0,0.986,1.0,0.995
UCwTHUixtkE6UOZbGcAKfF6g,케이밥스타 [K-밥 STAR],1,0.999,0.987,1.0,0.995
UCs4zYuMKbsEjRultr9J51rA,Lineage M,1,1.0,0.986,1.0,0.995
UCZfpmiS-WChsCK93iV-ITgg,격과사전,1,1.0,0.986,1.0,0.995
UCuO7ivxIqTrVqjKEz3_ozmQ,미미월드 MimiWorld,1,1.0,0.986,1.0,0.995
UCBA507xaqTS91uY7CPI-ADQ,Lyrics4U,1,1.0,0.986,1.0,0.995
UCqEiG9kuebr4b2UacElAQig,Aura Country,1,1.0,0.986,1.0,0.995
UCO7g158NWgLyn98z8v3zduA,코딩하는거니,1,0.999,0.987,1.0,0.995
UC9otskL_kd-0CDib_5Lj-mQ,EA SPORTS FC 온라인,1,1.0,0.986,1.0,0.995
UClcACsSYAi97Ka_QxX72JAA,CheritzTeam,1,1.0,0.986,1.0,0.995
UCneLfntq1mtjabtTgrBOZrQ,몬카트TV,1,1.0,0.986,1.0,0.995
UCh21enuxt6axA0nkT6y4J2Q,HUP!,1,1.0,0.986,1.0,0.995
UCU_hKD03cUTCvnOJpEmKvCg,메이플스토리,1,1.0,0.986,1.0,0.995
UCc8-vc45vK1-kUFZvii7s5g,오은영의 버킷리스트,1,1.0,0.986,1.0,0.995
UCeFI3Mlzg4EmhEeSILLm69Q,슈퍼판도비 (Super Pandobi) -인기동요,1,1.0,0.986,1.0,0.995
UCRV0Gb4i99Aj9UiqCE8xlvw,CJ ENM Movie,1,1.0,0.986,1.0,0.995
UCBhR7WKMD50cxkTJ5CNaUGA,통령할미달장,1,0.997,0.989,1.0,0.995
UCKL6uS0NywFgS2eg4jyOrAA,레전드히어로삼국전,1,1.0,0.986,1.0,0.995
UCsoAMpTk5pyNg3j3YZ_JueA,팅글리 [ TingGlees ],1,1.0,0.986,1.0,0.995
UCMtQ6sB4tGSKClhoo2i3Qzg,dongdang,1,0.999,0.987,1.0,0.995
UC6nxfRgvAEcUPxQxsvF6lzw,미친감성 (감성사운드),1,1.0,0.986,1.0,0.995
UCFHP2lLTQmgVtBiFQlzYauQ,마크툽 MAKTUB Official,1,1.0,0.986,1.0,0.995
UCSfoU2V_ECZEqnuNjSZwkTw,timeory,1,1.0,0.986,1.0,0.995
UC2KUewlF-PdkGukAOI-sTqw,바디프랜드,1,1.0,0.986,1.0,0.995
UCbgupB_MaQUyF8-HCY-EQcw,YDJ,1,1.0,0.986,1.0,0.995
UC_nWnMfuizqJz0-SvaqaqPg,로첼리,1,1.0,0.986,1.0,0.995
UCrxSR4OGbJBVjYxp4xjWgZQ,강쉪,1,0.999,0.986,1.0,0.995
UCExLc_PM3kDogai56jyZEtg,라디오스타,1,1.0,0.986,1.0,0.995
UCvNGDjkxo4H0DfbyL_djc6Q,톰토미 [TOMTOMI] - 인기 동요・동화,1,1.0,0.986,1.0,0.995
UCZphZ5MKyRJPyS2WHTpHmIg,TAU,1,1.0,0.986,1.0,0.995
UCZQvXBMUT7ZMM5i9w9ZFp_Q,앤새ANDSADLY,1,1.0,0.986,1.0,0.995
UCVXN28NHfphVQrdtjooc33g,백상예술대상,1,1.0,0.986,1.0,0.995
UCvhVqA_5HnM7M5X6OcZlMbg,CHUU Official,1,1.0,0.986,1.0,0.995
UC8oSz7z588lRvzmUhLMajsQ,극락직업,1,1.0,0.986,1.0,0.995
UC5DH04r4Lrc9zk6_t6H76dQ,무빙워크 MOVING WORK,1,0.999,0.986,1.0,0.995
UCxPtZG-Ou0v1hsUzXXu2Jsg,이수근채널,1,1.0,0.986,1.0,0.995
UCOuzHju65466GOfkT4ApQzw,xoxoBlackpinkRosé,1,1.0,0.986,1.0,0.995
UC4yk_AEHnHRJXSH4RmZQ0eA,권민제 MINJE KWON,1,0.999,0.986,1.0,0.995
UC4tDIV3s9TZG0FT30tDflIg,코치 알버트 Coach Albert,1,1.0,0.986,1.0,0.995
UCycoO2a67TSy0U_KshISieQ,빅마마 이혜정,1,1.0,0.986,1.0,0.995
UCHFIDZWYe9L0xJlez3vkrkQ,BanaMongki,1,1.0,0.986,1.0,0.995
UC73yn5mmJSr3hh9jKe2AdWw,김호중 공식채널 Kim Hojoong,1,1.0,0.986,1.0,0.995
UCrRFnxPnra1_6o_jZX9otkg,내친구 코리리_MY FRIEND KORIRI,1,1.0,0.986,1.0,0.995
UCGMHKjietlOUD1B1a1jAgkw,일미터 One_Meter,1,1.0,0.986,1.0,0.995
UC36pAgTYO6M-xFXVhp5paPA,TOP MEDIA,1,1.0,0.985,1.0,0.995
UCn0BIl8oUlmlcCTwRjnZPuA,루다의 댄스 연구소 Ruda's Dance Lab,1,1.0,0.985,1.0,0.995
UCF-rFAdN7dzd-SI2T3rkCaQ,엔마ENMA,1,0.999,0.986,1.0,0.995
UCymheuyZLem9B6XEAn0Iflg,겜창 연구소,1,1.0,0.986,1.0,0.995
UCMWjW6pofWn1f988jGd4-xw,딩고 뷰티 / dingo beauty,1,0.999,0.986,1.0,0.995
UCW_7KMjm-yEIHQX4ln2yIGw,조동아리,1,0.996,0.989,1.0,0.995
UClnrP3qpx9Iq_V2e3SzG9Ow,최고기 마술채널 Magic Trick,1,0.999,0.987,1.0,0.995
UCiTLwHRJoAyxCdrHX81BMUw,you.will.knovv,1,0.999,0.986,1.0,0.995
UC4mMqn0EPMoOwWqU8--2how,Ambition Musik,1,0.998,0.987,1.0,0.995
UCxGzGirbl7JZlTTrO7jJCLA,최주부 Choi JuBu,1,1.0,0.985,1.0,0.995
UCZ29rWWIqvFHQCsfhxZTqDA,영크릿l Young Cret,1,1.0,0.985,1.0,0.995
UCkt5auxw8j76wvEuH4u-JJg,1theK Live - 원더케이 라이브,1,1.0,0.985,1.0,0.995
UC5jSCU8FpKGr8P5Z-p-70lw,브레이너 제이의 숙면 여행,1,1.0,0.985,1.0,0.995
UCFpfKdO4MMSc9ZoMjk2Tikg,ENA K-POP,1,1.0,0.985,1.0,0.995
UC_ciG9e3jvhi6nu-fkJqyXg,Team_SeikaTV(팀세이카),1,1.0,0.985,1.0,0.995
UCcjmCG5tTegWwqcSDSkDevQ,깡주은,1,0.997,0.988,1.0,0.995
UCAI86CUHDIkKXGA6YpVBhYg,TEN,1,1.0,0.985,1.0,0.995
UCkGr7BCJ8plP-Jhy4kSfP8w,캠핑한끼CampingHankki,1,1.0,0.985,1.0,0.995
UC9c5VVvG5qSPVdWQJNWb2Tg,낭만돼지 김준현,1,0.998,0.987,1.0,0.995
UCy5OjPJk87YCHNgd3qg2N9A,단미호유튜브,1,1.0,0.985,1.0,0.995
UCxtx3Q0HGU3BwRMmmdP5WuA,J2N 제이투앤,1,0.998,0.987,1.0,0.995
UCMSz_yah88yZMC6js2p149A,로빈의밥상,1,0.999,0.986,1.0,0.995
UC-pgw70ktaYiAfCHejlFoIw,Sonnet l 손승연,1,1.0,0.985,1.0,0.995
UCN60wl1wRz2gr7VrKEM6Isg,조나인,1,0.999,0.986,1.0,0.995
UCy2bCk5KnIfjmWYFHMZcd5w,RosaliaVEVO,1,0.999,0.986,1.0,0.995
UC0iasYSy_hhIOlQiGDSQKmA,THE 트롯 보라고,1,0.999,0.986,1.0,0.995
UCFzROUVlUhlk988sW2U8VXg,9700 STUDIO,1,0.999,0.986,1.0,0.995
UCo6U6rOB3SriO8X9pN3DluA,LOTTE DUTY FREE,1,1.0,0.985,1.0,0.995
UCO4RG1vk36RKwc2z6TZ7Djw,이퓨 IFFU,1,0.998,0.986,1.0,0.995
UCS6GXGMTU9MeDI00PvjH7Rw,KOCCA MUSIC,1,1.0,0.985,1.0,0.995
UCvpvxehqmA95v9Q5RS6B_DQ,우낌표,1,1.0,0.985,1.0,0.995
UChA-G0bXNFxRaT3elU02O9w,다다뷰티 DADA Beauty,1,1.0,0.985,1.0,0.995
UCBHXCaw_W6sxfgAB7rC-BYw,소개해주는 남자,1,0.999,0.986,1.0,0.995
UC5F-jgwqO2ba-wN1mlECjCg,SKLIKE,1,0.999,0.986,1.0,0.995
UC-BqPABOl7c7rR5EoJJZ0UA,방언니 - 방송국에 사는 언니들,1,1.0,0.985,1.0,0.995
UC7xrN8sK99nXgE_wL-3f7Kg,SM STATION,1,1.0,0.985,1.0,0.995
UCP_22xO2XRW5NZhYpp67_IA,크레이지버드스튜디오,1,0.999,0.986,1.0,0.995
UC270ueFEsQ21S26TYI_9yVA,야신야덕,1,1.0,0.985,1.0,0.995
UCYgA4AOMCmg6vepDmkcOEgA,Mozzarella Girl & Oppa,1,0.998,0.987,1.0,0.995
UClOsBpl5IyWNthAPDAghQaA,[ Mirea TV ]미래가 미래다,1,0.999,0.985,1.0,0.995
UCc6S1D-Qu_lv2uQ6CfkBriw,김영철 오리지널 ,1,0.999,0.986,1.0,0.995
UCJh7YJLH8MaJQZxzMYS-gqg,킴스트래블 Kim's Travel,1,1.0,0.985,1.0,0.995
UCLpL59_S_VweDoY3kut93vw,STANDING EGG,1,0.999,0.985,1.0,0.995
UC4VopMgRQlmcJqdhkOg9ItQ,Funkey59,1,1.0,0.985,1.0,0.995
UC4E2H4oEIbwRRWvIcOJQtBg,ArtSoccer,1,1.0,0.985,1.0,0.995
UCZXMqBWm9bE2ct3ZLpTd_xw,스낵무비,1,1.0,0.985,1.0,0.995
UCSOCNcBfiByb4cr3LLL8V8w,GROOVYROOM,1,1.0,0.985,1.0,0.995
UC5rYqOqmrUW9hMFPHtagKQA,모노튜브,1,1.0,0.985,1.0,0.995
UC3htcPlye6noa3pAgegT2AQ,바이준 BYJUN,1,1.0,0.985,1.0,0.995
UCYem2JD_caJVlz8cXtC1LZg,보석수집가,1,1.0,0.984,1.0,0.995
UCzdbSSskA2beQUAVq2Jw1lA,이라이라경 ravely,1,1.0,0.985,1.0,0.995
UC3VJlU0xqDL8MO_0K5sTzCg,EonTalk,1,0.999,0.985,1.0,0.995
UCtwZImFOBRy7iNj1EQC4YXA,Crimson Desert,1,1.0,0.985,1.0,0.995
UCTkui-4wvMLxfSSJo7MIKaQ,[루피토이] Ruppy Toy,1,1.0,0.984,1.0,0.995
UCfs9UQJvLXRfUCGKOAuWozg,찾았다 내 엔돌핀,1,1.0,0.984,1.0,0.995
UCbGXAeLwXF5R-otMijNWgUw,뀨러기 [kkyuleogi],1,0.999,0.986,1.0,0.995
UCM1CbBpxRg_-FOutzAXjuLg,조블리 영상편집&디자인 클래스🎬,1,1.0,0.985,1.0,0.995
UCqBHshsO2gkR9G4nseGXEuA,BURNT,1,1.0,0.985,1.0,0.995
UCp2apyBawsBxfa5t5yRDRkg,Monster Green,1,0.999,0.985,1.0,0.995
UCC_KUXekDT_wJR2bi-AL2iA,K-POP Studio,1,1.0,0.984,1.0,0.995
UCQyxOz9CAWelhRbXYdKaWqA,스타뉴스 STARPLUS,1,1.0,0.985,1.0,0.995
UCc__l-vjKQ20suZse2NILQg,스튜디오777ㅑ,1,0.997,0.987,1.0,0.995
UCjwARif8DDcHno_X1aLbnFA,Mimine Miniature 미미네 미니어처,1,0.999,0.985,1.0,0.995
UCJH_cUEHrpTSPU3Xr94yddw,싱송은송,1,0.999,0.985,1.0,0.995
UCkrDEGNM3mqZXHk2MfnOjMw,YENA(최예나),1,0.999,0.985,1.0,0.995
UCnDcpS7XLQ9KFPqULb9TH8g,Bang,1,0.999,0.985,1.0,0.995
UCeIobpWq72YzVuyHhz3M-3g,AP Alchemy,1,1.0,0.984,1.0,0.995
UCXmYEJeTYVRXtLLUaoY01IA,유머스낵 쇼츠,1,1.0,0.984,1.0,0.995
UC3W3kEmrLrRfec2qNrE6w4A,NS남순,1,0.999,0.985,1.0,0.995
UCs3uzxOtOa3bZ0WzPXeHveA,동네스타K,1,1.0,0.984,1.0,0.995
UC3Nr160SThve_tIxYUyi8-w,유리멘탈 Yuri Mental,1,0.996,0.988,1.0,0.995
UCz1n4eA_z9wJX4a9EtvVtWw,비썹 bssup,1,1.0,0.984,1.0,0.995
UCp57m_15RPFgvjsx3FrCE_A,HANKOOK NORE,1,0.999,0.985,1.0,0.995
UCTLIq9jl-pb_ojAZZtoGaOQ,빅보스,1,1.0,0.984,1.0,0.995
UCyR2MxihRpHwVegEai8p72w,CSTAR,1,0.999,0.985,1.0,0.995
UC4Jc7nRQS5yGF-gyFwutXMw,콜라냥,1,0.999,0.985,1.0,0.995
UCw7ixHhCNLVW_By9i2pCDHg,티티 스튜디오(TT STUDIO),1,0.999,0.985,1.0,0.995
UCRvGVXlK9h9vLWpbVOzm_4Q,PRISTIN,1,0.997,0.987,1.0,0.995
UCmvqXRPTfMgkKF3MFWylMqQ,HITEJINRO,1,1.0,0.984,1.0,0.995
UCC7AwyYTY-Y6apIj4iAOOXA,TV러셀,1,0.998,0.986,1.0,0.995
UCciFL1bEM7JxsFX4W2HzqnA,AniplusTV,1,0.999,0.985,1.0,0.995
UCmjUMtUw6wXLrsULdxuXWdg,CGV,1,1.0,0.984,1.0,0.995
UC4-76M8LX89Notl9sRCD6Zg,102.7KIISFM,1,1.0,0.984,1.0,0.995
UCfGuIKX_qYB3YVTg_bhGBwg,HIPHOPPLAYA,1,1.0,0.984,1.0,0.995
UC6X_tUVkx8O9UixT-B3yK5Q,Audacy Music,1,1.0,0.984,1.0,0.995
UC-EGSdvtv-2DU0379QyjamQ,갈때까지간 남자-,1,1.0,0.984,1.0,0.995
UCsHji0T0H21b1nNDX-CVooA,홍기종기 (이홍기),1,0.999,0.985,1.0,0.995
UCcwtrNEHqIKU_1-w6Se1i_w,Harper's BAZAAR Korea,1,1.0,0.984,1.0,0.995
UC81bxgGwnjeN7pLPJFci9uw,UNA 유나,1,1.0,0.984,1.0,0.995
UCAkWpyeieFjzS7GzSJMArhQ,BRANDNEW MUSIC,1,1.0,0.984,1.0,0.995
UC2qjHK7wWxzb8mF9lgf7uXQ,NICKY니키,1,0.998,0.985,1.0,0.995
UCmgt7ewcg_HscfA4ks7rGhg,오락실 팡 Arcade Pang,1,1.0,0.984,1.0,0.995
UCByq-1ptu3MhFzdENEHTf4A,신짱 godjjang,1,0.999,0.984,1.0,0.995
UC3jtHn9EH0HMA9ZG0Ak9img,봄 내리는 클레이 다락방(봄다방),1,1.0,0.984,1.0,0.994
UC0kxn6Qw4ik_pFhZAlvHzHw,스튜디오:D,1,0.997,0.986,1.0,0.994
UCqxtYw8SCaYFNQmCdjnvZrw,방구석 캐스팅,1,0.996,0.987,1.0,0.994
UCDXJiBFnNgG0iWdgXL1SKww,밀덕 케이짱,1,1.0,0.984,1.0,0.994
UCmKH1rkv9OJ1FjM64qbeLVw,코코몽 COCOMONG TV - Cartoon & Song For Kids,1,1.0,0.984,1.0,0.994
UCx_K2BXC77kan9PcQCkLZDQ,레드셀,1,1.0,0.984,1.0,0.994
UC2-VHbcGqGxNRUv0YIekMkA,잇츠뉴 It'sNEW,1,0.997,0.986,1.0,0.994
UCknnfn7OgYornAGZuP7EElQ,허준허튜브 (상식퇴비),1,1.0,0.983,1.0,0.994
UChvUXuSDeEFSQZS8GcPMtkg,Burnley Football Club,1,0.998,0.986,1.0,0.994
